COUNTRY;MAKE;OEM;OEM_NEW;PRICE;PRICE_NEW;VALID_FROM (YYYYMMDD);VALID_UNTIL (YYYYMMDD)
RO;033;C2S19779;;5811;;;
RO;033;C2S19793;;10563;;;
RO;033;C2S19820;;74158;;;
RO;033;C2S20049;;1997;;;
RO;033;C2S20083;;20628;;;
RO;033;C2S20084;;20628;;;
RO;033;C2S20088;;55180;;;
RO;033;C2S20089;;55180;;;
RO;033;C2S20120;;35824;;;
RO;033;C2S20236;;18435;;;
RO;033;C2S20237;;18435;;;
RO;033;C2S2035;;32407;;;
RO;033;C2S20394;;19721;;;
RO;033;C2S20483;;54344;;;
RO;033;C2S20488;;35557;;;
RO;033;C2S20552;;10697;;;
RO;033;C2S20557;;41195;;;
RO;033;C2S20571AMB;;9531;;;
RO;033;C2S20571LEG;;12339;;;
RO;033;C2S20572AMB;;9531;;;
RO;033;C2S20572LEG;;12339;;;
RO;033;C2S20577;;13593;;;
RO;033;C2S20619;;91686;;;
RO;033;C2S20661;;39842;;;
RO;033;C2S20662;;41951;;;
RO;033;C2S20673;;16793;;;
RO;033;C2S20674;;34209;;;
RO;033;C2S20679;;12948;;;
RO;033;C2S20680;;12948;;;
RO;033;C2S20681;;21460;;;
RO;033;C2S20682;;22528;;;
RO;033;C2S20692;;3907882;;;
RO;033;C2S20710;;74118;;;
RO;033;C2S20711;;74118;;;
RO;033;C2S20716;;24860;;;
RO;033;C2S20717;;24860;;;
RO;033;C2S20737;;4476;;;
RO;033;C2S20740;;6425;;;
RO;033;C2S20754;;25149;;;
RO;033;C2S20755;;29946;;;
RO;033;C2S20756;;27815;;;
RO;033;C2S20757;;25630;;;
RO;033;C2S20758;;47100;;;
RO;033;C2S20843;;27815;;;
RO;033;C2S20844;;34080;;;
RO;033;C2S20845;;31517;;;
RO;033;C2S20846;;34302;;;
RO;033;C2S20847;;27815;;;
RO;033;C2S20848;;27815;;;
RO;033;C2S20878;;16401;;;
RO;033;C2S20961;;5918;;;
RO;033;C2S20962;;5918;;;
RO;033;C2S20980;;31161;;;
RO;033;C2S21143;;331894;;;
RO;033;C2S21144;;367754;;;
RO;033;C2S21153SEL;;175091;;;
RO;033;C2S21270;;2051;;;
RO;033;C2S21302;;17669;;;
RO;033;C2S21310SEL;;14884;;;
RO;033;C2S21491;;6367;;;
RO;033;C2S21554;;169658;;;
RO;033;C2S21622;;36292;;;
RO;033;C2S2174;;24308;;;
RO;033;C2S2175;;27214;;;
RO;033;C2S21759;;42147;;;
RO;033;C2S21771;;11217;;;
RO;033;C2S21861;;93003;;;
RO;033;C2S21863;;11226;;;
RO;033;C2S22082;;26813;;;
RO;033;C2S22189;;5468;;;
RO;033;C2S22190;;5530;;;
RO;033;C2S2222SEL;;8116;;;
RO;033;C2S22280;;43460;;;
RO;033;C2S22281;;43460;;;
RO;033;C2S22372;;270635;;;
RO;033;C2S22374;;341607;;;
RO;033;C2S22452;;65512;;;
RO;033;C2S22456;;20041;;;
RO;033;C2S22479;;1117964;;;
RO;033;C2S22510;;8823;;;
RO;033;C2S22525;;8846;;;
RO;033;C2S22703AMB;;35735;;;
RO;033;C2S22703LEG;;35735;;;
RO;033;C2S22704AMB;;35735;;;
RO;033;C2S22704LEG;;42970;;;
RO;033;C2S22708;;28647;;;
RO;033;C2S22709;;28647;;;
RO;033;C2S2274LEG;;8605;;;
RO;033;C2S2274LHJ;;9041;;;
RO;033;C2S22791LEG;;121512;;;
RO;033;C2S2299;;6736;;;
RO;033;C2S22995XXX;;22693;;;
RO;033;C2S22996XXX;;22693;;;
RO;033;C2S23077;;89274;;;
RO;033;C2S23197;;26813;;;
RO;033;C2S23198;;26813;;;
RO;033;C2S2320;;17060;;;
RO;033;C2S23201;;34422;;;
RO;033;C2S23202;;34422;;;
RO;033;C2S23354;;53948;;;
RO;033;C2S23355;;53948;;;
RO;033;C2S23485;;19899;;;
RO;033;C2S23519;;77126;;;
RO;033;C2S23521;;77126;;;
RO;033;C2S23524;;55728;;;
RO;033;C2S23559;;153972;;;
RO;033;C2S23560;;153972;;;
RO;033;C2S23669;;170988;;;
RO;033;C2S23673;;14861;;;
RO;033;C2S23674;;12797;;;
RO;033;C2S23677;;45974;;;
RO;033;C2S23678;;45974;;;
RO;033;C2S2371;;147598;;;
RO;033;C2S2372;;141947;;;
RO;033;C2S23796;;81936;;;
RO;033;C2S23832;;305214;;;
RO;033;C2S23833;;282361;;;
RO;033;C2S23947;;19316;;;
RO;033;C2S23948;;19316;;;
RO;033;C2S23949;;64222;;;
RO;033;C2S23950;;3275606;;;
RO;033;C2S23950E;;1410470;;;
RO;033;C2S23951;;2549215;;;
RO;033;C2S23951E;;1873648;;;
RO;033;C2S24037;;40265;;;
RO;033;C2S2407;;14706;;;
RO;033;C2S24162;;1904;;;
RO;033;C2S2450;;25932;;;
RO;033;C2S24601SEL;;16721;;;
RO;033;C2S24641;;43460;;;
RO;033;C2S24642;;41391;;;
RO;033;C2S24710;;94760;;;
RO;033;C2S24712;;79629;;;
RO;033;C2S24713;;46410;;;
RO;033;C2S24715;;6852;;;
RO;033;C2S24900;;24046;;;
RO;033;C2S24931;;27214;;;
RO;033;C2S24932;;36861;;;
RO;033;C2S24966;;26876;;;
RO;033;C2S25055;;32785;;;
RO;033;C2S25056;;27427;;;
RO;033;C2S25065;;1447825;;;
RO;033;C2S25065E;;1277495;;;
RO;033;C2S25110LEG;;109253;;;
RO;033;C2S25228;;32976;;;
RO;033;C2S25230;;34102;;;
RO;033;C2S25237;;378416;;;
RO;033;C2S25256;;31837;;;
RO;033;C2S25261;;35642;;;
RO;033;C2S25270;;31098;;;
RO;033;C2S25271;;31098;;;
RO;033;C2S25272;;25398;;;
RO;033;C2S25273;;22711;;;
RO;033;C2S25464;;73571;;;
RO;033;C2S25465;;73571;;;
RO;033;C2S25565;;23472;;;
RO;033;C2S25566;;23472;;;
RO;033;C2S25579;;12089;;;
RO;033;C2S25582;;12089;;;
RO;033;C2S25583;;511;;;
RO;033;C2S25672;;38556;;;
RO;033;C2S25686;;486596;;;
RO;033;C2S25790;;72872;;;
RO;033;C2S25897;;36265;;;
RO;033;C2S25913;;10915;;;
RO;033;C2S26121;;221112;;;
RO;033;C2S26124;;9784;;;
RO;033;C2S26196;;10318;;;
RO;033;C2S26215E;;2911652;;;
RO;033;C2S26237;;1923778;;;
RO;033;C2S26273;;77598;;;
RO;033;C2S26274;;79903;;;
RO;033;C2S26324XXX;;35473;;;
RO;033;C2S26325XXX;;35473;;;
RO;033;C2S26401;;4381601;;;
RO;033;C2S26405;;3907882;;;
RO;033;C2S26568;;66385;;;
RO;033;C2S26577;;25630;;;
RO;033;C2S26578;;24655;;;
RO;033;C2S26579;;29074;;;
RO;033;C2S26580;;167566;;;
RO;033;C2S2670;;67168;;;
RO;033;C2S2685;;2006;;;
RO;033;C2S2688;;65793;;;
RO;033;C2S26897;;42944;;;
RO;033;C2S26941;;66500;;;
RO;033;C2S26946;;45023;;;
RO;033;C2S26961;;13567;;;
RO;033;C2S26978;;67168;;;
RO;033;C2S26981;;19182;;;
RO;033;C2S26982;;30026;;;
RO;033;C2S26987;;20895;;;
RO;033;C2S26988;;18844;;;
RO;033;C2S27000;;72027;;;
RO;033;C2S27001;;25327;;;
RO;033;C2S27002;;59759;;;
RO;033;C2S27004;;27089;;;
RO;033;C2S27021;;61735;;;
RO;033;C2S27219;;8770;;;
RO;033;C2S27230;;6185;;;
RO;033;C2S27238;;63924;;;
RO;033;C2S27335;;59287;;;
RO;033;C2S27348;;38618;;;
RO;033;C2S27349;;38618;;;
RO;033;C2S27468;;74821;;;
RO;033;C2S27532;;55625;;;
RO;033;C2S27533;;62629;;;
RO;033;C2S27534LEG;;42271;;;
RO;033;C2S27556XXX;;8561;;;
RO;033;C2S27573;;63030;;;
RO;033;C2S27574;;63030;;;
RO;033;C2S27583;;18243;;;
RO;033;C2S27603;;29933;;;
RO;033;C2S27604;;31432;;;
RO;033;C2S27605;;29933;;;
RO;033;C2S27606;;34623;;;
RO;033;C2S27643;;23071;;;
RO;033;C2S27675;;143482;;;
RO;033;C2S2771;;70376;;;
RO;033;C2S27711SEL;;26822;;;
RO;033;C2S27712AMB;;39169;;;
RO;033;C2S2772;;14701;;;
RO;033;C2S27744;;198220;;;
RO;033;C2S27745;;198202;;;
RO;033;C2S27746;;246046;;;
RO;033;C2S27748;;152575;;;
RO;033;C2S27750;;152575;;;
RO;033;C2S27751;;268063;;;
RO;033;C2S27752;;268063;;;
RO;033;C2S27893;;34979;;;
RO;033;C2S27894;;34979;;;
RO;033;C2S27921;;290022;;;
RO;033;C2S28336;;242121;;;
RO;033;C2S28337;;242121;;;
RO;033;C2S28480;;16259;;;
RO;033;C2S28482;;9598;;;
RO;033;C2S28493;;2491;;;
RO;033;C2S28858;;152802;;;
RO;033;C2S29036;;177369;;;
RO;033;C2S29038;;186998;;;
RO;033;C2S29040;;12788;;;
RO;033;C2S29233;;54397;;;
RO;033;C2S29234;;50975;;;
RO;033;C2S29238;;338751;;;
RO;033;C2S29239;;342448;;;
RO;033;C2S29241;;62464;;;
RO;033;C2S29294;;341723;;;
RO;033;C2S2931XXX;;21024;;;
RO;033;C2S2932XXX;;21033;;;
RO;033;C2S29525;;27374;;;
RO;033;C2S29550;;23472;;;
RO;033;C2S29551;;23472;;;
RO;033;C2S29554;;9010;;;
RO;033;C2S29606;;25705;;;
RO;033;C2S29607;;25705;;;
RO;033;C2S29610;;20642;;;
RO;033;C2S29611;;20642;;;
RO;033;C2S29614;;38254;;;
RO;033;C2S29615;;38254;;;
RO;033;C2S29632LEG;;375697;;;
RO;033;C2S29685;;5998;;;
RO;033;C2S29729;;303118;;;
RO;033;C2S29731;;303118;;;
RO;033;C2S29793;;254282;;;
RO;033;C2S29889;;2551311;;;
RO;033;C2S29889E;;1410470;;;
RO;033;C2S30215;;39909;;;
RO;033;C2S30235;;3831;;;
RO;033;C2S30242;;32340;;;
RO;033;C2S30273;;568039;;;
RO;033;C2S30281;;8561;;;
RO;033;C2S30310XXX;;29332;;;
RO;033;C2S30311XXX;;29332;;;
RO;033;C2S30429;;8223;;;
RO;033;C2S30500;;380289;;;
RO;033;C2S30508;;36684;;;
RO;033;C2S30513;;416264;;;
RO;033;C2S30556;;18461;;;
RO;033;C2S30575;;56942;;;
RO;033;C2S30576;;57191;;;
RO;033;C2S3065;;-000000000004201;;;
RO;033;C2S3066;;9853;;;
RO;033;C2S30687SEL;;109507;;;
RO;033;C2S30689SEL;;125303;;;
RO;033;C2S30909;;482899;;;
RO;033;C2S30910;;482899;;;
RO;033;C2S30911;;289946;;;
RO;033;C2S30912;;230828;;;
RO;033;C2S30917;;367847;;;
RO;033;C2S30918;;406497;;;
RO;033;C2S30919;;736327;;;
RO;033;C2S30920;;736327;;;
RO;033;C2S31117LEG;;12628;;;
RO;033;C2S31118LEG;;12628;;;
RO;033;C2S31119LEG;;58388;;;
RO;033;C2S31134;;8552;;;
RO;033;C2S31177;;5290441;;;
RO;033;C2S31188;;1234084;;;
RO;033;C2S31190;;758565;;;
RO;033;C2S31279;;331453;;;
RO;033;C2S31359;;16931;;;
RO;033;C2S31379;;227114;;;
RO;033;C2S31381;;166165;;;
RO;033;C2S31386;;4841;;;
RO;033;C2S31439LEG;;187848;;;
RO;033;C2S31612;;13024;;;
RO;033;C2S31665;;31183;;;
RO;033;C2S31666;;3768;;;
RO;033;C2S3185;;16557;;;
RO;033;C2S32175;;8018;;;
RO;033;C2S32176;;8018;;;
RO;033;C2S32177;;10697;;;
RO;033;C2S32214;;6367;;;
RO;033;C2S32543;;9749;;;
RO;033;C2S3260;;8841;;;
RO;033;C2S32773;;79360;;;
RO;033;C2S32775;;79360;;;
RO;033;C2S32785;;7172;;;
RO;033;C2S32786;;7172;;;
RO;033;C2S32823;;68351;;;
RO;033;C2S32825;;14305;;;
RO;033;C2S32915;;22724;;;
RO;033;C2S32991;;64596;;;
RO;033;C2S33045;;331894;;;
RO;033;C2S33046;;331894;;;
RO;033;C2S33393;;69219;;;
RO;033;C2S33620;;13584;;;
RO;033;C2S33621;;68280;;;
RO;033;C2S33666;;11520;;;
RO;033;C2S33667;;165435;;;
RO;033;C2S33826;;17865;;;
RO;033;C2S33912;;20624;;;
RO;033;C2S33913;;20624;;;
RO;033;C2S33979SEL;;50032;;;
RO;033;C2S33980SEL;;38476;;;
RO;033;C2S33981SEL;;50032;;;
RO;033;C2S34023;;242099;;;
RO;033;C2S3405;;12410;;;
RO;033;C2S3412;;4997;;;
RO;033;C2S34152SEL;;37995;;;
RO;033;C2S34153SEL;;39904;;;
RO;033;C2S34154SEL;;40332;;;
RO;033;C2S34155SEL;;42356;;;
RO;033;C2S34156SEL;;43758;;;
RO;033;C2S34157SEL;;46089;;;
RO;033;C2S34158SEL;;37995;;;
RO;033;C2S34159SEL;;37995;;;
RO;033;C2S34160SEL;;40332;;;
RO;033;C2S34161SEL;;43758;;;
RO;033;C2S34162SEL;;46089;;;
RO;033;C2S34337;;85109;;;
RO;033;C2S34350;;23303;;;
RO;033;C2S34351;;12895;;;
RO;033;C2S34352;;11778;;;
RO;033;C2S34353;;13540;;;
RO;033;C2S34397;;204086;;;
RO;033;C2S34406;;194171;;;
RO;033;C2S34430;;29167;;;
RO;033;C2S34457E;;3017661;;;
RO;033;C2S34460E;;2944402;;;
RO;033;C2S34472;;21505;;;
RO;033;C2S34473;;20731;;;
RO;033;C2S34480;;19151;;;
RO;033;C2S34512;;21527;;;
RO;033;C2S34569;;8894;;;
RO;033;C2S34571;;15084;;;
RO;033;C2S34596;;86907;;;
RO;033;C2S34597;;82764;;;
RO;033;C2S34598;;53872;;;
RO;033;C2S34667;;21180;;;
RO;033;C2S34680;;41195;;;
RO;033;C2S34725LEG;;182322;;;
RO;033;C2S34725SEL;;182322;;;
RO;033;C2S34752SEL;;287294;;;
RO;033;C2S34757LEG;;552514;;;
RO;033;C2S34763LEG;;316133;;;
RO;033;C2S34764SEL;;425444;;;
RO;033;C2S34773SEL;;159107;;;
RO;033;C2S34776SEL;;160220;;;
RO;033;C2S34777SEL;;160220;;;
RO;033;C2S34787;;39944;;;
RO;033;C2S34788;;39944;;;
RO;033;C2S34859;;220749;;;
RO;033;C2S34861;;211094;;;
RO;033;C2S34865;;100705;;;
RO;033;C2S34866;;62531;;;
RO;033;C2S34868LEG;;106312;;;
RO;033;C2S34869AMB;;177734;;;
RO;033;C2S34870AMB;;201976;;;
RO;033;C2S34872LEG;;177734;;;
RO;033;C2S34873LEG;;201976;;;
RO;033;C2S35145;;202732;;;
RO;033;C2S35162;;162164;;;
RO;033;C2S35164;;7591;;;
RO;033;C2S35272;;44238;;;
RO;033;C2S35274;;145282;;;
RO;033;C2S35331;;222413;;;
RO;033;C2S35341;;312088;;;
RO;033;C2S35377;;2491;;;
RO;033;C2S35382;;48483;;;
RO;033;C2S35419LEG;;41204;;;
RO;033;C2S35419SEL;;37337;;;
RO;033;C2S35420LEG;;39201;;;
RO;033;C2S35420SEL;;37337;;;
RO;033;C2S35575;;416264;;;
RO;033;C2S35594;;61824;;;
RO;033;C2S35767;;145433;;;
RO;033;C2S35838;;25505;;;
RO;033;C2S35972;;324311;;;
RO;033;C2S35991;;27294;;;
RO;033;C2S36014;;118426;;;
RO;033;C2S36205;;77246;;;
RO;033;C2S36206;;77246;;;
RO;033;C2S36219;;140490;;;
RO;033;C2S36259;;10438;;;
RO;033;C2S36395;;238535;;;
RO;033;C2S36396;;237444;;;
RO;033;C2S36418;;26658;;;
RO;033;C2S36546;;31285;;;
RO;033;C2S36549;;18982;;;
RO;033;C2S36550;;18982;;;
RO;033;C2S36555;;118753;;;
RO;033;C2S36733SEL;;165733;;;
RO;033;C2S36763;;137544;;;
RO;033;C2S36774;;4071;;;
RO;033;C2S3678;;89434;;;
RO;033;C2S36875;;345946;;;
RO;033;C2S36876;;345946;;;
RO;033;C2S36887;;140227;;;
RO;033;C2S36894;;168692;;;
RO;033;C2S36899;;140227;;;
RO;033;C2S36906;;168692;;;
RO;033;C2S36946;;21500;;;
RO;033;C2S37025LEG;;79814;;;
RO;033;C2S37025LJE;;76014;;;
RO;033;C2S37057LEG;;26934;;;
RO;033;C2S37057SEL;;23182;;;
RO;033;C2S37058LEG;;75061;;;
RO;033;C2S37058SEL;;75061;;;
RO;033;C2S37070;;132427;;;
RO;033;C2S37072;;132427;;;
RO;033;C2S3710;;282725;;;
RO;033;C2S37253SEL;;175091;;;
RO;033;C2S37349;;156513;;;
RO;033;C2S37352;;156513;;;
RO;033;C2S37425;;167379;;;
RO;033;C2S37529;;23908;;;
RO;033;C2S37543LEG;;50343;;;
RO;033;C2S37543SEL;;50343;;;
RO;033;C2S37544LEG;;52061;;;
RO;033;C2S37544SEL;;50343;;;
RO;033;C2S37550SEL;;28460;;;
RO;033;C2S37571LJE;;23231;;;
RO;033;C2S37572LJE;;23231;;;
RO;033;C2S37573LEG;;187003;;;
RO;033;C2S37573SEL;;187003;;;
RO;033;C2S37601;;39887;;;
RO;033;C2S37636AMB;;60404;;;
RO;033;C2S37636LFN;;60404;;;
RO;033;C2S37637AMB;;57530;;;
RO;033;C2S37637LFN;;57530;;;
RO;033;C2S37653;;196458;;;
RO;033;C2S37789;;9580;;;
RO;033;C2S37794;;2358;;;
RO;033;C2S37800;;382611;;;
RO;033;C2S37908;;105831;;;
RO;033;C2S37909;;100803;;;
RO;033;C2S38055;;32691;;;
RO;033;C2S38056;;28353;;;
RO;033;C2S38069;;51901;;;
RO;033;C2S38071;;53463;;;
RO;033;C2S38094;;0;;;
RO;033;C2S38095;;0;;;
RO;033;C2S38245;;46401;;;
RO;033;C2S38257;;96135;;;
RO;033;C2S38295;;41097;;;
RO;033;C2S38373;;34080;;;
RO;033;C2S38376LFJ;;50601;;;
RO;033;C2S38376SEL;;24357;;;
RO;033;C2S38377LFJ;;23200;;;
RO;033;C2S38377SEL;;24682;;;
RO;033;C2S38387;;155721;;;
RO;033;C2S38388;;172986;;;
RO;033;C2S38389;;6260;;;
RO;033;C2S38393;;396962;;;
RO;033;C2S38394;;396962;;;
RO;033;C2S38395;;64827;;;
RO;033;C2S38396;;64827;;;
RO;033;C2S38405;;58820;;;
RO;033;C2S38406;;59572;;;
RO;033;C2S38423;;94622;;;
RO;033;C2S38497;;84695;;;
RO;033;C2S38499;;822540;;;
RO;033;C2S38521XXX;;236399;;;
RO;033;C2S38526;;309743;;;
RO;033;C2S38529;;131466;;;
RO;033;C2S38530;;18773;;;
RO;033;C2S38531;;342039;;;
RO;033;C2S38534XXX;;95410;;;
RO;033;C2S38535XXX;;66883;;;
RO;033;C2S38600AMB;;84548;;;
RO;033;C2S38602AMB;;84548;;;
RO;033;C2S38637;;63728;;;
RO;033;C2S38863SEL;;206715;;;
RO;033;C2S38868SEL;;206715;;;
RO;033;C2S38951;;22889;;;
RO;033;C2S38952;;22875;;;
RO;033;C2S38959;;240746;;;
RO;033;C2S38963LFJ;;45155;;;
RO;033;C2S38963SEL;;45155;;;
RO;033;C2S38964LFJ;;47420;;;
RO;033;C2S38964SEL;;45155;;;
RO;033;C2S38966;;118068;;;
RO;033;C2S38967;;517130;;;
RO;033;C2S38967E;;304377;;;
RO;033;C2S38974;;69388;;;
RO;033;C2S38975;;16686;;;
RO;033;C2S38977SEL;;136712;;;
RO;033;C2S38986;;29287;;;
RO;033;C2S39004ZHE;;31272;;;
RO;033;C2S39006;;57441;;;
RO;033;C2S39007;;57441;;;
RO;033;C2S39024XXX;;229515;;;
RO;033;C2S39025;;8863;;;
RO;033;C2S39048AMB;;41675;;;
RO;033;C2S39048AMT;;38894;;;
RO;033;C2S39051AMB;;43745;;;
RO;033;C2S39051AMT;;38894;;;
RO;033;C2S39053;;28460;;;
RO;033;C2S39140XXX;;19284;;;
RO;033;C2S39141XXX;;19284;;;
RO;033;C2S39300SEL;;284593;;;
RO;033;C2S39304SEL;;245156;;;
RO;033;C2S39446;;5357;;;
RO;033;C2S39484;;53080;;;
RO;033;C2S39487;;309169;;;
RO;033;C2S39494;;115923;;;
RO;033;C2S39512LEG;;13874;;;
RO;033;C2S39525;;11671;;;
RO;033;C2S39545;;156540;;;
RO;033;C2S39552;;42632;;;
RO;033;C2S39570AMB;;121183;;;
RO;033;C2S39572LEG;;137437;;;
RO;033;C2S39575;;30409;;;
RO;033;C2S39577;;10901;;;
RO;033;C2S39578;;9722;;;
RO;033;C2S39579;;10901;;;
RO;033;C2S39580;;9722;;;
RO;033;C2S39927;;10946;;;
RO;033;C2S39930;;9598;;;
RO;033;C2S39974;;17683;;;
RO;033;C2S39975;;17683;;;
RO;033;C2S40015;;265562;;;
RO;033;C2S40018;;273531;;;
RO;033;C2S40037;;18203;;;
RO;033;C2S40039;;293324;;;
RO;033;C2S40041;;293324;;;
RO;033;C2S40049;;26982;;;
RO;033;C2S40053;;9722;;;
RO;033;C2S40054;;21790;;;
RO;033;C2S40072;;256921;;;
RO;033;C2S4026;;12623;;;
RO;033;C2S40329;;144668;;;
RO;033;C2S40330;;144668;;;
RO;033;C2S40331;;91668;;;
RO;033;C2S40333;;108003;;;
RO;033;C2S40334;;144450;;;
RO;033;C2S40335;;289341;;;
RO;033;C2S40354;;14474;;;
RO;033;C2S40394;;40634;;;
RO;033;C2S40401;;46272;;;
RO;033;C2S40402;;44243;;;
RO;033;C2S40410;;22257;;;
RO;033;C2S40432;;185899;;;
RO;033;C2S40434;;303118;;;
RO;033;C2S40435;;303118;;;
RO;033;C2S40443LEG;;177755;;;
RO;033;C2S40448;;76601;;;
RO;033;C2S40449;;76601;;;
RO;033;C2S40487;;84975;;;
RO;033;C2S40488;;84975;;;
RO;033;C2S40489;;59639;;;
RO;033;C2S40502;;676385;;;
RO;033;C2S4055;;881;;;
RO;033;C2S40605SEL;;460495;;;
RO;033;C2S40606SEL;;460495;;;
RO;033;C2S4061;;24237;;;
RO;033;C2S40637SEL;;460495;;;
RO;033;C2S40638SEL;;460495;;;
RO;033;C2S4065;;34293;;;
RO;033;C2S40859;;523898;;;
RO;033;C2S4086;;20882;;;
RO;033;C2S40860;;53080;;;
RO;033;C2S40861;;53080;;;
RO;033;C2S40863;;9629;;;
RO;033;C2S40916;;105511;;;
RO;033;C2S40917;;105511;;;
RO;033;C2S40929;;18007;;;
RO;033;C2S40930;;29296;;;
RO;033;C2S40954;;15636;;;
RO;033;C2S40955;;77714;;;
RO;033;C2S40956;;76330;;;
RO;033;C2S41039SEL;;431700;;;
RO;033;C2S41043LEG;;592539;;;
RO;033;C2S41111;;29603;;;
RO;033;C2S41112;;27637;;;
RO;033;C2S41113;;27637;;;
RO;033;C2S41189LEG;;213665;;;
RO;033;C2S41193LEG;;213665;;;
RO;033;C2S41243;;45551;;;
RO;033;C2S41296;;541577;;;
RO;033;C2S41297;;486503;;;
RO;033;C2S41298;;183888;;;
RO;033;C2S41299;;50682;;;
RO;033;C2S41314;;25269;;;
RO;033;C2S41379;;12797;;;
RO;033;C2S41382;;24571;;;
RO;033;C2S4139;;7377;;;
RO;033;C2S41396;;482752;;;
RO;033;C2S41397;;579346;;;
RO;033;C2S4140;;169373;;;
RO;033;C2S41409;;65597;;;
RO;033;C2S41414;;13820;;;
RO;033;C2S41425;;461500;;;
RO;033;C2S41449;;53325;;;
RO;033;C2S41734SEL;;296025;;;
RO;033;C2S41739LEG;;357947;;;
RO;033;C2S41740SEL;;296025;;;
RO;033;C2S41770LEG;;3039;;;
RO;033;C2S41888;;41555;;;
RO;033;C2S41889;;41555;;;
RO;033;C2S41890;;41555;;;
RO;033;C2S41891;;76908;;;
RO;033;C2S41956;;13260;;;
RO;033;C2S41973SEL;;11231;;;
RO;033;C2S41974SEL;;83952;;;
RO;033;C2S42264;;41724;;;
RO;033;C2S42272;;18621;;;
RO;033;C2S42273;;18621;;;
RO;033;C2S42275;;18621;;;
RO;033;C2S42276;;18621;;;
RO;033;C2S42294;;174837;;;
RO;033;C2S42311;;379937;;;
RO;033;C2S42313;;187594;;;
RO;033;C2S42314;;187594;;;
RO;033;C2S42315;;149843;;;
RO;033;C2S42316;;149843;;;
RO;033;C2S42317;;229924;;;
RO;033;C2S42318;;241142;;;
RO;033;C2S42319;;23561;;;
RO;033;C2S42326;;355200;;;
RO;033;C2S42327;;540691;;;
RO;033;C2S42327E;;360447;;;
RO;033;C2S42389;;7964;;;
RO;033;C2S42394;;-000000000016841;;;
RO;033;C2S42395;;33483;;;
RO;033;C2S42407AMC;;1692574;;;
RO;033;C2S42407LEG;;401306;;;
RO;033;C2S42415;;81798;;;
RO;033;C2S42473SEL;;76072;;;
RO;033;C2S42475SEL;;76072;;;
RO;033;C2S42544;;64249;;;
RO;033;C2S42565;;31285;;;
RO;033;C2S42566;;31899;;;
RO;033;C2S42572;;547864;;;
RO;033;C2S42573;;547864;;;
RO;033;C2S42584XXX;;162071;;;
RO;033;C2S42585XXX;;203377;;;
RO;033;C2S42605;;345679;;;
RO;033;C2S42606;;332503;;;
RO;033;C2S42616;;18052;;;
RO;033;C2S42629;;485195;;;
RO;033;C2S42630;;485195;;;
RO;033;C2S42631;;490441;;;
RO;033;C2S42632;;490441;;;
RO;033;C2S42633;;1096552;;;
RO;033;C2S42634;;855210;;;
RO;033;C2S42661;;1105100;;;
RO;033;C2S42662;;1105100;;;
RO;033;C2S42673;;31463;;;
RO;033;C2S42681;;36509;;;
RO;033;C2S42682;;37248;;;
RO;033;C2S42719SEL;;271364;;;
RO;033;C2S42721SEL;;271364;;;
RO;033;C2S42723LEG;;328160;;;
RO;033;C2S42731LEG;;362926;;;
RO;033;C2S42735;;20192;;;
RO;033;C2S42736;;20192;;;
RO;033;C2S42737;;18573;;;
RO;033;C2S42738;;18573;;;
RO;033;C2S42739;;17233;;;
RO;033;C2S42740;;17233;;;
RO;033;C2S42752;;34160;;;
RO;033;C2S42753;;22555;;;
RO;033;C2S42754;;22555;;;
RO;033;C2S42756;;114290;;;
RO;033;C2S42796;;199239;;;
RO;033;C2S42844;;62362;;;
RO;033;C2S4291;;275725;;;
RO;033;C2S43001;;67479;;;
RO;033;C2S43184;;103411;;;
RO;033;C2S43185;;103411;;;
RO;033;C2S43216;;60751;;;
RO;033;C2S43217;;64280;;;
RO;033;C2S43218;;64280;;;
RO;033;C2S43227SEL;;23690;;;
RO;033;C2S43228SEL;;23770;;;
RO;033;C2S43229SEL;;36847;;;
RO;033;C2S43230SEL;;36847;;;
RO;033;C2S43237;;59915;;;
RO;033;C2S43238;;67877;;;
RO;033;C2S43239;;90466;;;
RO;033;C2S43240;;59550;;;
RO;033;C2S43241;;58882;;;
RO;033;C2S43253;;25300;;;
RO;033;C2S43254;;25300;;;
RO;033;C2S43265;;36576;;;
RO;033;C2S43269;;87494;;;
RO;033;C2S43270;;18430;;;
RO;033;C2S43292;;42819;;;
RO;033;C2S43294;;122896;;;
RO;033;C2S43315;;267716;;;
RO;033;C2S43317AMB;;134598;;;
RO;033;C2S43317LFN;;128186;;;
RO;033;C2S43318AMB;;117801;;;
RO;033;C2S43318LFN;;117801;;;
RO;033;C2S43326;;175998;;;
RO;033;C2S43380;;22083;;;
RO;033;C2S43382XXX;;227352;;;
RO;033;C2S43383XXX;;245245;;;
RO;033;C2S43384XXX;;244786;;;
RO;033;C2S43385XXX;;244693;;;
RO;033;C2S43387;;132454;;;
RO;033;C2S43388;;73104;;;
RO;033;C2S43404XXX;;133032;;;
RO;033;C2S43407;;29910;;;
RO;033;C2S43410;;811963;;;
RO;033;C2S43410E;;373249;;;
RO;033;C2S43420;;76659;;;
RO;033;C2S43430;;40381;;;
RO;033;C2S43433LEG;;42552;;;
RO;033;C2S43433SEL;;42552;;;
RO;033;C2S43439;;15751;;;
RO;033;C2S43441;;5851;;;
RO;033;C2S43443;;6198;;;
